date,geography,distinct_patient_count R01 Nasal preparations 0-200,distinct_patient_count R01 Nasal preparations 1-4,distinct_patient_count R01 Nasal preparations 15-34,distinct_patient_count R01 Nasal preparations 35-59,distinct_patient_count R01 Nasal preparations 5-14,distinct_patient_count R01 Nasal preparations 60-79,distinct_patient_count R01 Nasal preparations 80+,distinct_patient_count R01 Nasal preparations <1,distinct_patient_count R02 Throat preparations 0-200,distinct_patient_count R02 Throat preparations 1-4,distinct_patient_count R02 Throat preparations 15-34,distinct_patient_count R02 Throat preparations 35-59,distinct_patient_count R02 Throat preparations 5-14,distinct_patient_count R02 Throat preparations 60-79,distinct_patient_count R02 Throat preparations 80+,distinct_patient_count R03 Drugs for obstructive airway diseases 0-200,distinct_patient_count R03 Drugs for obstructive airway diseases 1-4,distinct_patient_count R03 Drugs for obstructive airway diseases 15-34,distinct_patient_count R03 Drugs for obstructive airway diseases 35-59,distinct_patient_count R03 Drugs for obstructive airway diseases 5-14,distinct_patient_count R03 Drugs for obstructive airway diseases 60-79,distinct_patient_count R03 Drugs for obstructive airway diseases 80+,distinct_patient_count R03 Drugs for obstructive airway diseases <1,distinct_patient_count R05 Cough and cold preparations 0-200,distinct_patient_count R05 Cough and cold preparations 1-4,distinct_patient_count R05 Cough and cold preparations 15-34,distinct_patient_count R05 Cough and cold preparations 35-59,distinct_patient_count R05 Cough and cold preparations 5-14,distinct_patient_count R05 Cough and cold preparations 60-79,distinct_patient_count R05 Cough and cold preparations 80+,distinct_patient_count R05 Cough and cold preparations <1,distinct_patient_count R06 Antihistamines for systemic use 0-200,distinct_patient_count R06 Antihistamines for systemic use 1-4,distinct_patient_count R06 Antihistamines for systemic use 15-34,distinct_patient_count R06 Antihistamines for systemic use 35-59,distinct_patient_count R06 Antihistamines for systemic use 5-14,distinct_patient_count R06 Antihistamines for systemic use 60-79,distinct_patient_count R06 Antihistamines for systemic use 80+,distinct_patient_count R06 Antihistamines for systemic use <1
2023-03-06,DE.BB,42.0,2.0,7.0,15.0,5.0,6.0,7.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,148.0,3.0,11.0,35.0,4.0,37.0,58.0,0.0,63.0,3.0,12.0,27.0,5.0,6.0,10.0,0.0,48.0,0.0,6.0,13.0,8.0,8.0,13.0,0.0
2023-03-06,DE.HB,44.0,19.0,6.0,10.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,15.0,38.0,7.0,31.0,33.0,0.0,65.0,14.0,7.0,13.0,7.0,6.0,18.0,0.0,39.0,8.0,5.0,10.0,0.0,7.0,9.0,0.0
2023-03-06,DE.HH,79.0,0.0,25.0,34.0,3.0,8.0,7.0,0.0,16.0,0.0,8.0,6.0,0.0,0.0,2.0,165.0,0.0,9.0,48.0,0.0,44.0,64.0,0.0,114.0,0.0,33.0,43.0,4.0,17.0,17.0,0.0,45.0,0.0,9.0,19.0,2.0,5.0,10.0,0.0
2023-03-06,DE.HE,306.0,12.0,62.0,105.0,36.0,47.0,44.0,0.0,90.0,0.0,30.0,34.0,9.0,10.0,7.0,885.0,2.0,85.0,289.0,15.0,203.0,291.0,0.0,446.0,15.0,65.0,144.0,49.0,73.0,100.0,0.0,303.0,0.0,67.0,78.0,16.0,49.0,93.0,0.0
2023-03-06,DE.MV,45.0,4.0,9.0,7.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,9.0,34.0,4.0,27.0,45.0,0.0,97.0,5.0,16.0,21.0,18.0,16.0,21.0,0.0,33.0,0.0,5.0,8.0,2.0,4.0,14.0,0.0
2023-03-06,DE.NI,379.0,20.0,75.0,119.0,63.0,54.0,48.0,0.0,68.0,0.0,24.0,23.0,7.0,6.0,8.0,1546.0,12.0,147.0,450.0,19.0,384.0,534.0,0.0,623.0,22.0,101.0,179.0,91.0,110.0,120.0,0.0,365.0,0.0,78.0,122.0,28.0,50.0,87.0,0.0
2023-03-06,DE.NW,871.0,65.0,182.0,315.0,110.0,99.0,98.0,2.0,164.0,0.0,73.0,56.0,4.0,15.0,16.0,2885.0,21.0,245.0,939.0,31.0,700.0,949.0,0.0,1409.0,28.0,283.0,476.0,128.0,215.0,279.0,0.0,746.0,9.0,137.0,238.0,40.0,116.0,206.0,0.0
2023-03-06,DE.RP,193.0,6.0,37.0,77.0,32.0,21.0,20.0,0.0,46.0,0.0,18.0,22.0,0.0,4.0,2.0,579.0,2.0,45.0,194.0,10.0,145.0,183.0,0.0,369.0,10.0,60.0,126.0,55.0,60.0,58.0,0.0,170.0,0.0,34.0,46.0,19.0,26.0,45.0,0.0
2023-03-06,DE.SL,104.0,5.0,14.0,44.0,15.0,9.0,17.0,0.0,30.0,0.0,13.0,9.0,3.0,0.0,5.0,434.0,0.0,35.0,141.0,4.0,121.0,133.0,0.0,218.0,6.0,44.0,67.0,33.0,37.0,31.0,0.0,100.0,3.0,20.0,26.0,10.0,19.0,22.0,0.0
2023-03-06,DE.SN,39.0,4.0,11.0,8.0,10.0,3.0,3.0,0.0,11.0,0.0,6.0,5.0,0.0,0.0,0.0,157.0,0.0,13.0,35.0,3.0,38.0,68.0,0.0,107.0,4.0,23.0,27.0,14.0,13.0,26.0,0.0,46.0,0.0,9.0,8.0,4.0,10.0,15.0,0.0
2023-03-06,DE.ST,72.0,3.0,17.0,20.0,18.0,9.0,5.0,0.0,30.0,0.0,12.0,8.0,4.0,2.0,4.0,251.0,2.0,19.0,70.0,4.0,68.0,88.0,0.0,180.0,6.0,21.0,49.0,27.0,28.0,49.0,0.0,55.0,3.0,11.0,10.0,9.0,9.0,13.0,0.0
2023-03-06,DE.SH,171.0,4.0,47.0,68.0,14.0,16.0,22.0,0.0,21.0,0.0,3.0,9.0,2.0,2.0,5.0,756.0,0.0,57.0,252.0,8.0,182.0,257.0,0.0,228.0,3.0,41.0,65.0,21.0,43.0,55.0,0.0,182.0,2.0,43.0,48.0,5.0,29.0,55.0,0.0
2023-03-06,DE.TH,114.0,6.0,27.0,34.0,15.0,17.0,15.0,0.0,16.0,0.0,4.0,6.0,0.0,4.0,2.0,336.0,4.0,21.0,86.0,0.0,81.0,144.0,0.0,164.0,5.0,28.0,49.0,11.0,21.0,50.0,0.0,81.0,2.0,23.0,21.0,4.0,11.0,20.0,0.0
2023-03-13,DE.BW,478.0,7.0,137.0,175.0,40.0,63.0,56.0,0.0,176.0,0.0,66.0,72.0,6.0,18.0,14.0,1122.0,5.0,112.0,344.0,11.0,279.0,371.0,0.0,836.0,10.0,171.0,293.0,54.0,142.0,166.0,0.0,368.0,0.0,90.0,109.0,18.0,55.0,96.0,0.0
2023-03-13,DE.BY,567.0,55.0,108.0,170.0,98.0,69.0,67.0,0.0,114.0,0.0,31.0,50.0,14.0,12.0,7.0,1231.0,19.0,114.0,395.0,21.0,258.0,424.0,0.0,889.0,56.0,142.0,259.0,110.0,119.0,203.0,0.0,355.0,14.0,83.0,105.0,35.0,38.0,80.0,0.0
2023-03-13,DE.BE,103.0,0.0,26.0,39.0,13.0,11.0,10.0,0.0,13.0,0.0,6.0,5.0,2.0,0.0,0.0,336.0,0.0,23.0,102.0,0.0,95.0,116.0,0.0,145.0,0.0,34.0,45.0,7.0,23.0,34.0,0.0,63.0,0.0,7.0,24.0,0.0,13.0,19.0,0.0
2023-03-13,DE.BB,28.0,0.0,5.0,14.0,6.0,3.0,0.0,0.0,11.0,0.0,2.0,7.0,2.0,0.0,0.0,167.0,0.0,13.0,46.0,4.0,37.0,67.0,0.0,57.0,5.0,6.0,19.0,6.0,13.0,8.0,0.0,33.0,0.0,5.0,7.0,5.0,2.0,14.0,0.0
2023-03-13,DE.HB,55.0,17.0,17.0,8.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,6.0,20.0,53.0,6.0,20.0,25.0,0.0,66.0,15.0,14.0,9.0,8.0,7.0,13.0,0.0,23.0,2.0,4.0,8.0,2.0,2.0,5.0,0.0
2023-03-13,DE.HH,68.0,0.0,29.0,26.0,2.0,3.0,6.0,0.0,11.0,0.0,5.0,6.0,0.0,0.0,0.0,183.0,0.0,15.0,56.0,0.0,39.0,73.0,0.0,126.0,0.0,39.0,42.0,10.0,20.0,15.0,0.0,48.0,0.0,10.0,20.0,0.0,8.0,10.0,0.0
2023-03-13,DE.HE,305.0,10.0,64.0,102.0,40.0,60.0,29.0,0.0,100.0,0.0,48.0,36.0,3.0,5.0,8.0,864.0,4.0,90.0,264.0,13.0,213.0,280.0,0.0,418.0,8.0,75.0,133.0,59.0,61.0,82.0,0.0,249.0,2.0,44.0,91.0,8.0,33.0,71.0,0.0
2023-03-13,DE.MV,61.0,2.0,12.0,20.0,14.0,7.0,6.0,0.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,139.0,2.0,11.0,40.0,7.0,36.0,43.0,0.0,128.0,6.0,26.0,39.0,19.0,16.0,22.0,0.0,32.0,0.0,7.0,11.0,2.0,6.0,6.0,0.0
2023-03-13,DE.NI,338.0,12.0,66.0,119.0,50.0,41.0,50.0,0.0,71.0,0.0,21.0,31.0,5.0,6.0,8.0,1413.0,7.0,123.0,424.0,13.0,331.0,515.0,0.0,546.0,24.0,75.0,186.0,65.0,90.0,106.0,0.0,374.0,8.0,66.0,107.0,17.0,58.0,118.0,0.0
2023-03-13,DE.NW,836.0,45.0,184.0,281.0,128.0,113.0,85.0,0.0,138.0,0.0,59.0,44.0,7.0,15.0,13.0,2995.0,24.0,261.0,1015.0,26.0,695.0,974.0,0.0,1384.0,24.0,262.0,485.0,141.0,193.0,279.0,0.0,673.0,10.0,123.0,226.0,28.0,99.0,187.0,0.0
2023-03-13,DE.RP,182.0,12.0,27.0,56.0,43.0,25.0,19.0,0.0,34.0,0.0,15.0,8.0,3.0,6.0,2.0,520.0,4.0,45.0,164.0,10.0,117.0,180.0,0.0,320.0,17.0,66.0,91.0,58.0,33.0,55.0,0.0,149.0,3.0,24.0,51.0,13.0,25.0,33.0,0.0
2023-03-13,DE.SL,75.0,0.0,14.0,23.0,14.0,7.0,17.0,0.0,18.0,0.0,8.0,5.0,3.0,0.0,2.0,400.0,2.0,33.0,124.0,6.0,102.0,133.0,0.0,194.0,2.0,50.0,56.0,19.0,37.0,30.0,0.0,105.0,0.0,26.0,31.0,10.0,12.0,26.0,0.0
2023-03-13,DE.SN,67.0,2.0,20.0,19.0,9.0,11.0,6.0,0.0,21.0,0.0,6.0,11.0,0.0,2.0,2.0,135.0,0.0,8.0,32.0,0.0,40.0,55.0,0.0,112.0,5.0,19.0,24.0,15.0,24.0,25.0,0.0,47.0,0.0,13.0,7.0,7.0,8.0,12.0,0.0
2023-03-13,DE.ST,65.0,4.0,14.0,16.0,14.0,7.0,10.0,0.0,44.0,0.0,17.0,16.0,4.0,4.0,3.0,263.0,0.0,23.0,77.0,5.0,65.0,93.0,0.0,198.0,12.0,31.0,58.0,33.0,29.0,35.0,0.0,77.0,2.0,16.0,31.0,3.0,8.0,17.0,0.0
2023-03-13,DE.SH,187.0,2.0,44.0,78.0,14.0,17.0,32.0,0.0,28.0,0.0,9.0,12.0,2.0,0.0,5.0,784.0,3.0,64.0,239.0,5.0,193.0,280.0,0.0,227.0,4.0,39.0,80.0,13.0,27.0,64.0,0.0,190.0,0.0,31.0,69.0,3.0,25.0,62.0,0.0
2023-03-13,DE.TH,121.0,5.0,23.0,42.0,27.0,16.0,8.0,0.0,19.0,0.0,6.0,4.0,0.0,5.0,4.0,384.0,5.0,28.0,97.0,7.0,102.0,145.0,0.0,208.0,4.0,24.0,57.0,26.0,42.0,55.0,0.0,87.0,0.0,23.0,27.0,10.0,8.0,19.0,0.0
2023-03-20,DE.BW,504.0,9.0,124.0,205.0,37.0,60.0,69.0,0.0,187.0,0.0,74.0,80.0,8.0,15.0,10.0,1066.0,3.0,103.0,372.0,12.0,248.0,328.0,0.0,845.0,9.0,164.0,300.0,46.0,146.0,180.0,0.0,430.0,0.0,96.0,149.0,17.0,65.0,103.0,0.0
2023-03-20,DE.BY,520.0,44.0,105.0,143.0,97.0,64.0,67.0,0.0,150.0,0.0,57.0,53.0,17.0,14.0,9.0,1221.0,11.0,110.0,377.0,26.0,283.0,414.0,0.0,782.0,49.0,141.0,223.0,90.0,108.0,171.0,0.0,431.0,8.0,79.0,134.0,45.0,65.0,100.0,0.0
2023-03-20,DE.BE,70.0,4.0,9.0,35.0,9.0,2.0,11.0,0.0,11.0,0.0,5.0,6.0,0.0,0.0,0.0,285.0,0.0,19.0,87.0,0.0,62.0,117.0,0.0,135.0,0.0,28.0,59.0,4.0,21.0,23.0,0.0,70.0,0.0,17.0,19.0,2.0,7.0,25.0,0.0
2023-03-20,DE.BB,49.0,4.0,6.0,13.0,13.0,7.0,6.0,0.0,8.0,0.0,2.0,4.0,2.0,0.0,0.0,159.0,5.0,13.0,46.0,3.0,45.0,47.0,0.0,73.0,8.0,4.0,21.0,8.0,17.0,15.0,0.0,28.0,0.0,6.0,6.0,2.0,5.0,9.0,0.0
2023-03-20,DE.HB,52.0,8.0,7.0,15.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,4.0,12.0,42.0,2.0,24.0,42.0,0.0,56.0,6.0,4.0,18.0,14.0,5.0,9.0,0.0,44.0,6.0,7.0,10.0,8.0,2.0,11.0,0.0
2023-03-20,DE.HH,81.0,0.0,22.0,34.0,6.0,10.0,9.0,0.0,15.0,0.0,4.0,11.0,0.0,0.0,0.0,218.0,0.0,22.0,65.0,0.0,56.0,75.0,0.0,150.0,3.0,34.0,65.0,13.0,9.0,26.0,0.0,64.0,0.0,11.0,24.0,3.0,6.0,20.0,0.0
2023-03-20,DE.HE,267.0,7.0,62.0,93.0,23.0,40.0,42.0,0.0,71.0,0.0,25.0,22.0,4.0,5.0,15.0,910.0,3.0,77.0,298.0,13.0,211.0,308.0,0.0,390.0,5.0,78.0,133.0,34.0,65.0,75.0,0.0,264.0,4.0,45.0,99.0,6.0,46.0,64.0,0.0
2023-03-20,DE.MV,54.0,5.0,9.0,15.0,14.0,6.0,5.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,136.0,3.0,12.0,41.0,4.0,32.0,44.0,0.0,91.0,3.0,15.0,28.0,14.0,8.0,23.0,0.0,39.0,0.0,6.0,15.0,2.0,7.0,9.0,0.0
2023-03-20,DE.NI,347.0,18.0,61.0,118.0,57.0,45.0,48.0,0.0,64.0,0.0,19.0,33.0,2.0,2.0,8.0,1489.0,3.0,130.0,471.0,18.0,349.0,518.0,0.0,554.0,17.0,63.0,174.0,63.0,102.0,135.0,0.0,422.0,2.0,79.0,133.0,23.0,72.0,113.0,0.0
2023-03-20,DE.NW,810.0,47.0,186.0,296.0,92.0,90.0,97.0,2.0,173.0,0.0,73.0,59.0,6.0,18.0,17.0,2869.0,12.0,275.0,914.0,27.0,686.0,953.0,2.0,1262.0,18.0,250.0,442.0,97.0,199.0,256.0,0.0,745.0,7.0,135.0,248.0,29.0,121.0,205.0,0.0
2023-03-20,DE.RP,176.0,5.0,38.0,57.0,28.0,26.0,22.0,0.0,52.0,0.0,19.0,20.0,3.0,5.0,5.0,565.0,3.0,43.0,160.0,9.0,140.0,210.0,0.0,319.0,16.0,68.0,91.0,43.0,48.0,53.0,0.0,165.0,4.0,37.0,44.0,14.0,19.0,47.0,0.0
2023-03-20,DE.SL,99.0,5.0,16.0,38.0,20.0,9.0,11.0,0.0,31.0,0.0,13.0,11.0,2.0,5.0,0.0,372.0,0.0,32.0,128.0,5.0,101.0,106.0,0.0,175.0,3.0,32.0,64.0,14.0,36.0,26.0,0.0,76.0,0.0,25.0,19.0,8.0,10.0,14.0,0.0
2023-03-20,DE.SN,56.0,0.0,15.0,20.0,12.0,4.0,5.0,0.0,23.0,0.0,7.0,9.0,2.0,5.0,0.0,140.0,0.0,12.0,33.0,3.0,23.0,69.0,0.0,117.0,4.0,20.0,39.0,9.0,20.0,25.0,0.0,49.0,0.0,15.0,10.0,2.0,6.0,16.0,0.0
2023-03-20,DE.ST,72.0,8.0,10.0,20.0,11.0,13.0,10.0,0.0,40.0,0.0,11.0,22.0,0.0,4.0,3.0,218.0,3.0,16.0,51.0,5.0,55.0,88.0,0.0,205.0,19.0,30.0,52.0,20.0,34.0,50.0,0.0,61.0,3.0,9.0,17.0,7.0,8.0,17.0,0.0
2023-03-20,DE.SH,180.0,0.0,48.0,57.0,17.0,21.0,37.0,0.0,23.0,0.0,7.0,10.0,0.0,4.0,2.0,736.0,0.0,63.0,211.0,5.0,202.0,255.0,0.0,213.0,0.0,35.0,60.0,13.0,30.0,73.0,0.0,178.0,0.0,32.0,53.0,5.0,30.0,58.0,0.0
2023-03-20,DE.TH,91.0,7.0,22.0,27.0,15.0,9.0,11.0,0.0,27.0,0.0,12.0,11.0,2.0,0.0,2.0,341.0,0.0,29.0,99.0,3.0,81.0,129.0,0.0,175.0,3.0,31.0,45.0,31.0,23.0,42.0,0.0,100.0,0.0,22.0,33.0,11.0,8.0,26.0,0.0
2023-03-27,DE.BW,512.0,5.0,132.0,194.0,40.0,73.0,68.0,0.0,166.0,0.0,83.0,47.0,15.0,9.0,12.0,1224.0,2.0,136.0,426.0,16.0,265.0,379.0,0.0,735.0,13.0,148.0,254.0,38.0,122.0,160.0,0.0,447.0,2.0,109.0,163.0,19.0,73.0,81.0,0.0
2023-03-27,DE.BY,470.0,39.0,109.0,149.0,79.0,49.0,45.0,0.0,118.0,0.0,40.0,37.0,10.0,20.0,11.0,1264.0,13.0,118.0,390.0,19.0,262.0,462.0,0.0,692.0,39.0,119.0,208.0,78.0,100.0,148.0,0.0,349.0,9.0,67.0,109.0,40.0,49.0,75.0,0.0
2023-03-27,DE.BE,68.0,3.0,18.0,18.0,18.0,6.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,241.0,0.0,21.0,90.0,0.0,57.0,73.0,0.0,99.0,4.0,12.0,39.0,7.0,12.0,25.0,0.0,55.0,0.0,12.0,15.0,2.0,5.0,21.0,0.0
2023-03-27,DE.BB,42.0,4.0,10.0,9.0,7.0,4.0,8.0,0.0,11.0,0.0,5.0,3.0,0.0,0.0,3.0,137.0,5.0,10.0,31.0,4.0,34.0,53.0,0.0,62.0,3.0,9.0,26.0,2.0,11.0,11.0,0.0,33.0,0.0,7.0,9.0,2.0,10.0,5.0,0.0
2023-03-27,DE.HB,50.0,9.0,8.0,17.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,2.0,15.0,38.0,3.0,23.0,32.0,0.0,54.0,9.0,8.0,17.0,13.0,0.0,7.0,0.0,30.0,0.0,4.0,6.0,5.0,5.0,10.0,0.0
2023-03-27,DE.HH,57.0,0.0,12.0,20.0,0.0,12.0,13.0,0.0,11.0,0.0,3.0,6.0,0.0,0.0,2.0,181.0,0.0,22.0,47.0,0.0,40.0,72.0,0.0,112.0,0.0,24.0,49.0,5.0,11.0,23.0,0.0,63.0,0.0,16.0,21.0,2.0,8.0,16.0,0.0
2023-03-27,DE.HE,295.0,12.0,64.0,101.0,45.0,40.0,33.0,0.0,97.0,0.0,36.0,37.0,5.0,10.0,9.0,853.0,2.0,75.0,281.0,13.0,197.0,285.0,0.0,364.0,10.0,82.0,110.0,40.0,59.0,63.0,0.0,330.0,3.0,79.0,111.0,21.0,34.0,82.0,0.0
2023-03-27,DE.MV,39.0,4.0,4.0,15.0,9.0,2.0,5.0,0.0,10.0,0.0,5.0,3.0,0.0,0.0,2.0,133.0,0.0,15.0,43.0,3.0,28.0,44.0,0.0,83.0,0.0,17.0,27.0,9.0,12.0,18.0,0.0,34.0,0.0,5.0,9.0,3.0,8.0,9.0,0.0
2023-03-27,DE.NI,252.0,12.0,52.0,86.0,31.0,40.0,31.0,0.0,30.0,0.0,13.0,13.0,0.0,4.0,0.0,1105.0,5.0,90.0,367.0,8.0,262.0,373.0,0.0,376.0,19.0,63.0,106.0,27.0,67.0,94.0,0.0,288.0,4.0,44.0,94.0,15.0,37.0,94.0,0.0
2023-03-27,DE.NW,744.0,49.0,173.0,264.0,85.0,91.0,82.0,0.0,131.0,0.0,56.0,54.0,4.0,10.0,7.0,2539.0,13.0,220.0,839.0,34.0,650.0,783.0,0.0,1063.0,19.0,227.0,371.0,76.0,155.0,215.0,0.0,779.0,2.0,179.0,265.0,36.0,116.0,181.0,0.0
2023-03-27,DE.RP,142.0,7.0,30.0,58.0,11.0,25.0,11.0,0.0,29.0,0.0,14.0,13.0,0.0,2.0,0.0,561.0,2.0,45.0,160.0,6.0,146.0,202.0,0.0,236.0,8.0,46.0,69.0,20.0,29.0,64.0,0.0,154.0,2.0,36.0,52.0,10.0,16.0,38.0,0.0
2023-03-27,DE.SL,67.0,0.0,12.0,24.0,10.0,11.0,10.0,0.0,35.0,0.0,7.0,13.0,5.0,8.0,2.0,380.0,0.0,40.0,120.0,8.0,99.0,113.0,0.0,125.0,7.0,33.0,42.0,12.0,10.0,21.0,0.0,87.0,0.0,21.0,26.0,9.0,5.0,26.0,0.0
2023-03-27,DE.SN,33.0,0.0,9.0,9.0,7.0,6.0,2.0,0.0,13.0,0.0,0.0,7.0,2.0,2.0,2.0,106.0,0.0,6.0,33.0,0.0,36.0,31.0,0.0,99.0,2.0,18.0,37.0,8.0,17.0,17.0,0.0,35.0,0.0,4.0,14.0,2.0,5.0,10.0,0.0
2023-03-27,DE.ST,61.0,3.0,19.0,9.0,6.0,12.0,12.0,0.0,39.0,0.0,11.0,16.0,5.0,5.0,2.0,226.0,0.0,15.0,68.0,4.0,56.0,83.0,0.0,191.0,8.0,19.0,47.0,20.0,41.0,56.0,0.0,84.0,5.0,20.0,18.0,10.0,8.0,23.0,0.0
2023-03-27,DE.SH,136.0,2.0,39.0,46.0,6.0,23.0,20.0,0.0,23.0,0.0,8.0,8.0,2.0,3.0,2.0,673.0,0.0,53.0,202.0,4.0,168.0,246.0,0.0,217.0,3.0,21.0,66.0,15.0,40.0,72.0,0.0,184.0,2.0,40.0,56.0,5.0,26.0,55.0,0.0
2023-03-27,DE.TH,101.0,7.0,31.0,29.0,14.0,5.0,15.0,0.0,12.0,0.0,2.0,5.0,0.0,3.0,2.0,304.0,4.0,18.0,95.0,0.0,79.0,108.0,0.0,146.0,5.0,20.0,47.0,17.0,25.0,32.0,0.0,94.0,0.0,24.0,34.0,4.0,9.0,23.0,0.0
2023-04-03,DE.BW,434.0,6.0,102.0,170.0,28.0,64.0,64.0,0.0,138.0,0.0,61.0,52.0,3.0,17.0,5.0,1190.0,3.0,112.0,402.0,8.0,288.0,377.0,0.0,638.0,8.0,121.0,207.0,32.0,117.0,153.0,0.0,457.0,4.0,108.0,152.0,9.0,71.0,113.0,0.0
2023-04-03,DE.BY,372.0,28.0,80.0,112.0,67.0,49.0,36.0,0.0,105.0,0.0,35.0,45.0,5.0,8.0,12.0,1153.0,12.0,95.0,351.0,19.0,264.0,412.0,0.0,613.0,37.0,98.0,180.0,56.0,92.0,150.0,0.0,351.0,9.0,74.0,116.0,20.0,55.0,77.0,0.0
2023-04-03,DE.BE,56.0,3.0,9.0,19.0,3.0,12.0,10.0,0.0,8.0,0.0,0.0,4.0,0.0,2.0,2.0,298.0,0.0,24.0,68.0,0.0,90.0,116.0,0.0,85.0,0.0,14.0,31.0,3.0,14.0,23.0,0.0,54.0,0.0,7.0,17.0,2.0,11.0,17.0,0.0
2023-04-03,DE.BB,35.0,6.0,4.0,11.0,7.0,3.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,120.0,3.0,7.0,28.0,3.0,36.0,43.0,0.0,39.0,3.0,2.0,11.0,6.0,4.0,13.0,0.0,38.0,0.0,4.0,12.0,2.0,10.0,10.0,0.0
2023-04-03,DE.HB,27.0,0.0,3.0,14.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,16.0,46.0,0.0,27.0,27.0,0.0,26.0,0.0,4.0,8.0,2.0,5.0,7.0,0.0,25.0,0.0,0.0,13.0,0.0,5.0,7.0,0.0
2023-04-03,DE.HH,95.0,2.0,24.0,34.0,12.0,13.0,10.0,0.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,205.0,0.0,20.0,64.0,0.0,43.0,78.0,0.0,91.0,3.0,20.0,32.0,12.0,13.0,11.0,0.0,64.0,0.0,14.0,20.0,0.0,11.0,19.0,0.0
2023-04-03,DE.HE,214.0,8.0,39.0,82.0,22.0,35.0,28.0,0.0,46.0,0.0,15.0,22.0,0.0,3.0,6.0,817.0,3.0,71.0,288.0,5.0,171.0,279.0,0.0,262.0,8.0,43.0,76.0,24.0,36.0,75.0,0.0,294.0,4.0,48.0,114.0,10.0,43.0,75.0,0.0
2023-04-03,DE.MV,28.0,0.0,4.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,4.0,22.0,3.0,19.0,47.0,0.0,49.0,0.0,4.0,16.0,8.0,7.0,12.0,0.0,24.0,0.0,6.0,8.0,2.0,3.0,5.0,0.0
2023-04-03,DE.NI,221.0,13.0,41.0,79.0,22.0,33.0,33.0,0.0,36.0,0.0,14.0,12.0,0.0,4.0,6.0,1158.0,4.0,98.0,354.0,15.0,278.0,409.0,0.0,348.0,15.0,47.0,97.0,33.0,50.0,106.0,0.0,301.0,5.0,54.0,99.0,16.0,49.0,78.0,0.0
2023-04-03,DE.NW,641.0,24.0,132.0,269.0,30.0,104.0,82.0,0.0,83.0,0.0,28.0,40.0,3.0,2.0,10.0,2551.0,10.0,214.0,790.0,19.0,638.0,880.0,0.0,780.0,26.0,120.0,256.0,47.0,134.0,197.0,0.0,737.0,5.0,141.0,259.0,16.0,133.0,183.0,0.0
2023-04-03,DE.RP,119.0,8.0,23.0,42.0,16.0,17.0,13.0,0.0,29.0,0.0,10.0,10.0,0.0,4.0,5.0,475.0,0.0,32.0,138.0,4.0,127.0,174.0,0.0,174.0,15.0,20.0,43.0,30.0,29.0,37.0,0.0,131.0,2.0,27.0,45.0,8.0,19.0,30.0,0.0
2023-04-03,DE.SL,53.0,4.0,13.0,16.0,6.0,6.0,8.0,0.0,12.0,0.0,4.0,4.0,0.0,2.0,2.0,340.0,2.0,26.0,103.0,5.0,105.0,99.0,0.0,111.0,9.0,21.0,29.0,7.0,23.0,22.0,0.0,69.0,0.0,16.0,22.0,3.0,11.0,17.0,0.0
2023-04-03,DE.SN,35.0,4.0,7.0,9.0,9.0,3.0,3.0,0.0,7.0,0.0,2.0,5.0,0.0,0.0,0.0,164.0,2.0,16.0,33.0,2.0,41.0,70.0,0.0,86.0,6.0,10.0,18.0,11.0,14.0,27.0,0.0,51.0,0.0,7.0,12.0,3.0,9.0,20.0,0.0
2023-04-03,DE.ST,38.0,0.0,5.0,13.0,7.0,2.0,11.0,0.0,19.0,0.0,9.0,8.0,2.0,0.0,0.0,198.0,0.0,9.0,50.0,2.0,59.0,78.0,0.0,140.0,4.0,14.0,44.0,13.0,24.0,41.0,0.0,66.0,5.0,11.0,15.0,9.0,11.0,15.0,0.0
2023-04-03,DE.SH,173.0,3.0,46.0,63.0,13.0,22.0,26.0,0.0,23.0,0.0,10.0,7.0,0.0,2.0,4.0,749.0,0.0,58.0,220.0,4.0,165.0,302.0,0.0,184.0,2.0,26.0,60.0,8.0,40.0,48.0,0.0,192.0,0.0,34.0,60.0,4.0,35.0,59.0,0.0
